Tablatura do Amor UoUo,,
,,
CHORD,STRIKE,00:06:000
CHORD,STRIKE,00:06:500
METAL,STRIKE,00:08:000
WOOD,STRIKE,00:08:500
METAL,STRIKE,00:09:000
WOOD,STRIKE,00:09:500
METAL,STRIKE,00:12:300
WOOD,STRIKE,00:12:600
METAL,STRIKE,00:13:300
WOOD,STRIKE,00:13:600
WOOD,STRIKE,00:13:900
METAL,STRIKE,00:14:400
METAL,STRIKE,00:14:800
WOOD,AVOID,00:15:800
CHORD,STRIKE,00:16:300
METAL,STRIKE,00:16:300
CHORD,STRIKE,00:16:700
METAL,STRIKE,00:16:700
PERCUSSION,STRIKE,00:17:400
PERCUSSION,STRIKE,00:17:700
PERCUSSION,STRIKE,00:18:000
METAL,STRIKE,00:20:400
WOOD,STRIKE,00:20:400
PERCUSSION,STRIKE,00:20:700
PERCUSSION,STRIKE,00:20:800
WOOD,STRIKE,00:21:200
PERCUSSION,AVOID,00:21:200
METAL,STRIKE,00:23:400
WOOD,STRIKE,00:23:400
PERCUSSION,STRIKE,00:23:700
PERCUSSION,STRIKE,00:23:800
METAL,STRIKE,00:24:900
PERCUSSION,STRIKE,00:25:500
METAL,STRIKE,00:25:500
PERCUSSION,STRIKE,00:25:800
METAL,STRIKE,00:25:800
METAL,AVOID,00:27:000
PERCUSSION,STRIKE,00:27:500
METAL,STRIKE,00:27:500
PERCUSSION,STRIKE,00:27:800
METAL,STRIKE,00:27:800
CHORD,STRIKE,00:29:800
METAL,STRIKE,00:29:800
PERCUSSION,STRIKE,00:30:300
CHORD,STRIKE,00:31:800
METAL,STRIKE,00:31:800
PERCUSSION,STRIKE,00:32:300
CHORD,STRIKE,00:32:800
METAL,STRIKE,00:32:800
PERCUSSION,STRIKE,00:33:300
CHORD,STRIKE,00:34:500
METAL,STRIKE,00:34:500
PERCUSSION,STRIKE,00:35:700
CHORD,STRIKE,00:36:700
METAL,STRIKE,00:36:700
PERCUSSION,STRIKE,00:37:200
PERCUSSION,STRIKE,00:37:500
CHORD,AVOID,00:39:500
METAL,STRIKE,00:39:500
PERCUSSION,STRIKE,00:40:000
PERCUSSION,STRIKE,00:40:300
METAL,STRIKE,00:42:300
CHORD,STRIKE,00:42:800
WOOD,STRIKE,00:45:300
CHORD,STRIKE,00:45:500
CHORD,STRIKE,00:45:600
CHORD,STRIKE,00:45:700
WOOD,STRIKE,00:46:300
CHORD,STRIKE,00:46:500
CHORD,STRIKE,00:46:600
CHORD,STRIKE,00:46:700
WOOD,STRIKE,00:47:300
CHORD,STRIKE,00:47:500
CHORD,STRIKE,00:47:600
CHORD,STRIKE,00:47:700
WOOD,STRIKE,00:48:300
CHORD,AVOID,00:48:500
CHORD,STRIKE,00:48:600
CHORD,STRIKE,00:48:700
WOOD,STRIKE,00:49:300
CHORD,STRIKE,00:49:500
CHORD,STRIKE,00:49:600
CHORD,STRIKE,00:49:700
WOOD,STRIKE,00:51:700
CHORD,STRIKE,00:52:500
CHORD,STRIKE,00:52:600
CHORD,STRIKE,00:52:700
WOOD,STRIKE,00:53:000
CHORD,STRIKE,00:53:500
CHORD,STRIKE,00:53:600
CHORD,STRIKE,00:53:700
WOOD,AVOID,00:55:700
CHORD,STRIKE,00:56:500
CHORD,STRIKE,00:56:700
CHORD,STRIKE,00:57:300
METAL,STRIKE,01:01:400
WOOD,STRIKE,01:01:400
PERCUSSION,STRIKE,01:01:700
PERCUSSION,STRIKE,01:01:800
METAL,STRIKE,01:02:400
WOOD,STRIKE,01:02:400
PERCUSSION,STRIKE,01:02:700
PERCUSSION,STRIKE,01:02:800
METAL,STRIKE,01:03:400
WOOD,STRIKE,01:03:400
PERCUSSION,STRIKE,01:03:700
PERCUSSION,STRIKE,01:03:800
METAL,STRIKE,01:04:400
WOOD,STRIKE,01:05:200
PERCUSSION,AVOID,01:05:200
PERCUSSION,STRIKE,01:05:800
METAL,STRIKE,01:06:400
WOOD,STRIKE,01:06:400
PERCUSSION,STRIKE,01:06:700
PERCUSSION,STRIKE,01:06:800
WOOD,STRIKE,01:07:400
METAL,STRIKE,01:10:400
WOOD,STRIKE,01:10:400
PERCUSSION,STRIKE,01:10:700
PERCUSSION,STRIKE,01:10:800
WOOD,STRIKE,01:12:400
PERCUSSION,STRIKE,01:12:700
PERCUSSION,STRIKE,01:12:800
METAL,STRIKE,01:13:400
WOOD,STRIKE,01:13:400
PERCUSSION,STRIKE,01:13:800
METAL,STRIKE,01:15:400
WOOD,STRIKE,01:15:400
PERCUSSION,STRIKE,01:15:700
PERCUSSION,STRIKE,01:15:800
METAL,STRIKE,01:16:600
PERCUSSION,STRIKE,01:16:700
PERCUSSION,STRIKE,01:16:800
CHORD,STRIKE,01:18:000
METAL,STRIKE,01:18:500
PERCUSSION,STRIKE,01:19:000
CHORD,STRIKE,01:19:500
METAL,AVOID,01:20:000
PERCUSSION,STRIKE,01:20:400
CHORD,AVOID,01:23:000
METAL,STRIKE,01:23:500
PERCUSSION,STRIKE,01:24:200
METAL,STRIKE,01:24:200
PERCUSSION,STRIKE,01:24:500
CHORD,STRIKE,01:24:500
METAL,STRIKE,01:24:500
PERCUSSION,STRIKE,01:25:200
PERCUSSION,STRIKE,01:25:500
METAL,AVOID,01:26:000
PERCUSSION,STRIKE,01:26:500
CHORD,STRIKE,01:26:500
METAL,STRIKE,01:26:500
CHORD,STRIKE,01:27:300
METAL,STRIKE,01:27:300
WOOD,STRIKE,01:28:000
PERCUSSION,STRIKE,01:28:200
METAL,STRIKE,01:28:300
CHORD,STRIKE,01:30:000
WOOD,STRIKE,01:30:000
CHORD,STRIKE,01:32:000
METAL,STRIKE,01:32:000
PERCUSSION,STRIKE,01:32:800
WOOD,STRIKE,01:33:300
METAL,STRIKE,01:33:300
PERCUSSION,AVOID,01:34:100
CHORD,STRIKE,01:34:300
METAL,STRIKE,01:34:300
PERCUSSION,STRIKE,01:34:500
METAL,STRIKE,01:34:500
WOOD,STRIKE,01:34:500
PERCUSSION,STRIKE,01:34:700
METAL,STRIKE,01:34:700
CHORD,STRIKE,01:34:700
PERCUSSION,STRIKE,01:34:900
METAL,STRIKE,01:34:900
WOOD,STRIKE,01:34:900
CHORD,STRIKE,01:35:500
METAL,STRIKE,01:35:500
PERCUSSION,STRIKE,01:35:500
WOOD,STRIKE,01:35:500
CHORD,STRIKE,01:37:000
WOOD,STRIKE,01:37:000
PERCUSSION,STRIKE,01:37:200
METAL,STRIKE,01:37:300
CHORD,STRIKE,01:39:000
WOOD,STRIKE,01:39:000
PERCUSSION,STRIKE,01:39:200
METAL,STRIKE,01:39:300
CHORD,STRIKE,01:41:000
METAL,STRIKE,01:41:000
CHORD,STRIKE,01:44:300
METAL,STRIKE,01:44:300
CHORD,STRIKE,01:45:000
WOOD,STRIKE,01:45:000
PERCUSSION,STRIKE,01:45:200
METAL,STRIKE,01:45:300
CHORD,STRIKE,01:47:000
METAL,AVOID,01:47:000
WOOD,STRIKE,01:47:000
PERCUSSION,STRIKE,01:47:200
METAL,STRIKE,01:47:300
CHORD,STRIKE,01:48:000
WOOD,STRIKE,01:48:000
PERCUSSION,STRIKE,01:48:200
METAL,STRIKE,01:48:300
CHORD,STRIKE,01:49:000
METAL,STRIKE,01:49:000
PERCUSSION,STRIKE,01:49:800
WOOD,STRIKE,01:50:300
METAL,STRIKE,01:50:300
PERCUSSION,AVOID,01:51:100
CHORD,STRIKE,01:51:300
METAL,STRIKE,01:51:300
PERCUSSION,STRIKE,01:51:500
METAL,STRIKE,01:51:500
WOOD,STRIKE,01:51:500
PERCUSSION,STRIKE,01:51:700
METAL,STRIKE,01:51:700
CHORD,STRIKE,01:51:700
PERCUSSION,STRIKE,01:51:900
METAL,STRIKE,01:51:900
WOOD,STRIKE,01:51:900
CHORD,STRIKE,01:52:500
METAL,STRIKE,01:52:500
PERCUSSION,STRIKE,01:52:500
WOOD,STRIKE,01:52:500
CHORD,STRIKE,01:53:000
WOOD,STRIKE,01:53:000
PERCUSSION,STRIKE,01:53:200
METAL,STRIKE,01:53:300
CHORD,STRIKE,01:54:000
WOOD,STRIKE,01:55:000
PERCUSSION,STRIKE,01:55:200
METAL,STRIKE,01:55:300
CHORD,STRIKE,01:57:000
METAL,STRIKE,01:57:000
METAL,AVOID,01:58:000
CHORD,STRIKE,01:58:500
CHORD,STRIKE,01:58:500
CHORD,STRIKE,01:59:000
METAL,STRIKE,01:59:000
WOOD,STRIKE,01:59:500
PERCUSSION,STRIKE,01:59:500
CHORD,STRIKE,02:00:000
METAL,STRIKE,02:00:000
CHORD,STRIKE,02:00:500
METAL,STRIKE,02:00:500
CHORD,STRIKE,02:01:000
METAL,STRIKE,02:01:000
CHORD,STRIKE,02:01:500
METAL,STRIKE,02:01:500
WOOD,STRIKE,02:01:500
PERCUSSION,STRIKE,02:01:500
CHORD,STRIKE,02:02:000
METAL,STRIKE,02:02:000
WOOD,STRIKE,02:02:000
PERCUSSION,STRIKE,02:02:000
CHORD,STRIKE,02:02:500
METAL,STRIKE,02:02:500
WOOD,STRIKE,02:02:500
PERCUSSION,STRIKE,02:02:500
PERCUSSION,STRIKE,02:02:700
PERCUSSION,STRIKE,02:02:900
PERCUSSION,STRIKE,02:03:100
PERCUSSION,STRIKE,02:03:300
PERCUSSION,STRIKE,02:03:500
PERCUSSION,STRIKE,02:03:700
PERCUSSION,STRIKE,02:03:900
PERCUSSION,STRIKE,02:04:100
PERCUSSION,STRIKE,02:04:300
PERCUSSION,STRIKE,02:04:500
PERCUSSION,STRIKE,02:04:700
PERCUSSION,STRIKE,02:04:900